id,city,lat,lon,temp (F),humidity (%),cloudiness (%),wind speed (mph)
3645532,Ciudad Bolivar,8.1222,-63.5497,77.41,76,95,10.49
3899539,Antofagasta,-23.65,-70.4,58.28,75,5,1.43
1641977,Kalianget,-7.05,113.9333,85.24,68,44,12.44
3887344,Illapel,-31.6308,-71.1653,62.73,51,59,1.79
5850554,Makakilo City,21.3469,-158.0858,80.82,57,20,8.05
1695546,Pandan,14.0453,124.1694,87.35,67,98,13.69
1282256,Hithadhoo,-0.6,73.0833,83.7,68,100,15.26
3197943,Kočevje,45.6433,14.8633,50.76,73,26,0.27
3374210,São Filipe,14.8961,-24.4956,72.61,81,97,8.23
2317397,Bandundu Province,-3.3167,17.3667,71.11,84,82,3.67
2027296,Aykhal,66.0,111.5,74.12,36,22,18.97
5274867,Sturgeon Bay,44.8342,-87.377,60.62,67,75,8.05
2640242,Pittenweem,56.2141,-2.7284,48.45,100,90,9.26
1052944,Angoche,-16.2325,39.9086,73.36,76,38,1.43
3874787,Punta Arenas,-53.15,-70.9167,21.31,93,75,0.38
1214026,Sabang,5.8933,95.3214,82.69,75,100,9.06
556268,Ostrovnoy,68.0531,39.5131,43.57,93,100,21.92
1106677,Bambous Virieux,-20.3428,57.7575,75.45,83,75,16.71
1259811,Phaltan,17.9833,74.4333,82.58,62,78,2.04
6089245,Norman Wells,65.282,-126.8329,51.84,71,75,5.75
2070998,Geraldton,-28.7667,114.6,66.61,52,0,5.68
542561,Krasnaya Zarya,52.7825,37.6806,52.36,70,77,15.68
1735106,George Town,5.4112,100.3354,89.26,70,20,7.0
4513583,Hamilton,39.1834,-84.5333,63.63,91,90,3.06
5742974,North Bend,43.4065,-124.2243,57.65,89,90,5.75
2074865,Carnarvon,-24.8667,113.6333,69.87,60,89,12.66
6149374,Slave Lake,55.2834,-114.769,71.58,49,90,5.75
88533,Awjilah,29.1081,21.2869,73.74,47,0,11.48
5895424,Bay Roberts,47.5999,-53.2648,45.54,91,100,8.99
2643044,Margate,51.3813,1.3862,57.13,72,64,1.01
964420,Port Elizabeth,-33.918,25.5701,57.49,82,0,13.8
145233,Ābdānān,32.9926,47.4198,88.92,12,0,11.34
2123814,Leningradskiy,69.3833,178.4167,31.42,84,17,14.0
3421319,Nuuk,64.1835,-51.7216,34.41,100,90,9.22
4360369,Laurel,39.0993,-76.8483,64.51,83,1,1.01
3894426,Coyhaique,-45.5752,-72.0662,40.95,81,75,6.91
1529484,Kumul,42.8,93.45,88.12,6,1,16.33
2403896,Serabu,7.7958,-12.0536,73.71,94,87,1.63
6550659,Spremberg,51.5697,14.3736,55.58,85,39,1.01
696478,Poroshkovo,48.6683,22.7533,48.47,71,64,4.7
2208248,Kaitangata,-46.2817,169.8464,53.92,68,83,4.5
86049,Jalu,29.0331,21.5482,73.72,45,0,11.59
3372707,Ribeira Grande,38.5167,-28.7,59.79,70,91,14.34
1529102,Ürümqi,43.801,87.6005,88.75,13,0,5.21
1244926,Hambantota,6.1241,81.1185,88.14,74,40,15.82
1626560,Soreang,-7.0331,107.5183,83.7,60,98,3.98
1812256,Dongsheng,39.8161,109.9776,61.21,15,1,20.07
4997130,Ingham,42.6,-84.3833,57.36,76,1,3.44
3445442,Varzelândia,-15.7014,-44.0275,65.8,62,52,4.94
549191,Khryashchevka,53.8119,49.0916,62.58,71,100,14.88
145459,Ābādān,30.3392,48.3043,100.35,15,0,20.71
207596,Mweka,-4.85,21.5667,64.42,60,99,1.68
3382160,Cayenne,4.9333,-52.3333,76.08,90,90,3.62
2264557,Ponta do Sol,32.6667,-17.1,64.26,79,98,2.93
3761194,Miraflores,19.2167,-98.8083,65.05,85,100,1.23
1213614,Sunggal,3.5765,98.6151,82.38,89,75,2.3
780687,Berlevåg,70.8578,29.0864,50.0,90,100,7.27
2180815,Tuatapere,-46.1333,167.6833,49.82,89,59,2.3
4035249,Lufilufi,-13.8745,-171.5986,88.79,67,40,15.41
477940,Ust-Tsilma,65.441,52.1498,44.38,46,55,11.68
5961417,Gimli,50.6336,-96.9907,62.62,63,5,0.0
293842,Kiryat Gat,31.61,34.7642,68.85,100,14,2.04
3418910,Upernavik,72.7868,-56.1549,24.46,93,29,7.18
3571913,Marsh Harbour,26.5412,-77.0636,78.33,82,99,19.69
4362001,Mayo,38.8876,-76.5119,65.14,82,1,1.01
1214488,Meulaboh,4.1363,96.1285,83.55,76,100,3.24
3397763,Jacareacanga,-6.2222,-57.7528,71.24,73,27,1.19
2377457,Nouadhibou,20.931,-17.0347,66.18,82,0,19.57
3480908,La Asuncion,11.0333,-63.8628,67.73,100,33,11.86
371745,Kutum,14.2,24.6667,83.28,18,97,2.48
638936,Rovaniemi,66.5,25.7167,60.21,51,0,2.3
5072006,Lincoln,40.8,-96.667,62.4,61,1,1.99
3466704,Castro,-24.7911,-50.0119,51.08,93,8,2.82
1863289,Hamamatsu,34.7,137.7333,78.03,66,100,5.01
5122534,Jamestown,42.097,-79.2353,52.99,72,1,1.01
1514792,Gazojak,41.1875,61.4036,94.8,16,0,8.61
2980080,Saint-François,46.4154,3.9054,56.8,91,0,0.0
2071860,Esperance,-33.8667,121.9,62.44,71,100,10.49
3696183,Iquitos,-3.7481,-73.2472,77.04,94,75,0.0
3159954,Brønnøysund,65.4625,12.1997,66.18,42,0,9.22
3893726,Constitución,-35.3333,-72.4167,58.17,96,99,6.4
1735022,Temerloh,3.4483,102.4176,91.96,54,50,3.0
2022572,Khatanga,71.9667,102.5,36.03,84,100,20.4
1263834,Mandsaur,24.0667,75.0667,94.1,39,0,9.75
2384770,Mbaïki,3.8678,17.9892,70.02,91,100,1.45
3443061,Chui,-33.6971,-53.4616,56.59,75,100,10.36
3470338,Bataiporã,-22.2953,-53.2711,64.74,81,0,5.03
2065594,Mount Isa,-20.7333,139.5,85.77,28,40,8.05
2522437,Adeje,28.1227,-16.726,62.02,74,20,3.0
4031574,Provideniya,64.3833,-173.3,39.31,60,40,15.66
3372964,Lagoa,39.05,-27.9833,58.78,62,98,12.1
5321473,Winslow,35.0242,-110.6974,71.78,9,1,6.91
1786657,Yinchuan,38.4681,106.2731,78.6,8,42,12.33
2240449,Luanda,-8.8368,13.2343,75.2,94,75,2.3
108648,Qurayyat,31.3318,37.3428,66.38,42,0,13.65
2289049,Ferkessédougou,9.6,-5.2,73.74,89,95,7.09
2138555,Poum,-20.2333,164.0167,73.11,57,20,4.25
2512186,Puerto del Rosario,28.5004,-13.8627,64.15,72,2,6.91
2413419,Gunjur,13.2019,-16.7339,71.67,88,40,8.21
5178800,Back Mountain,41.3359,-75.9963,55.62,89,100,1.81
331259,Mēga,4.05,38.3,56.73,75,72,17.78
750938,Bayburt,40.2589,40.2278,57.96,54,1,1.12
124665,Mashhad,36.297,59.6062,86.14,39,0,6.91
2027806,Amazar,53.858,120.875,61.2,63,49,11.16
2152659,Port Macquarie,-31.4333,152.9167,67.98,56,100,4.29
2038300,Benxi,41.2886,123.765,73.72,82,100,9.69
359792,Aswān,24.0934,32.907,93.11,18,0,14.18
5563839,Fortuna,40.5982,-124.1573,52.75,73,90,1.01
3466165,Cidreira,-30.1811,-50.2056,58.15,70,100,4.85
5546220,Saint George,37.1041,-113.5841,86.18,12,1,3.0
933088,Serowe,-22.3833,26.7167,43.41,38,0,5.35
3545981,Niquero,20.0431,-77.5828,76.98,82,20,3.91
1796669,Sanmenxia,34.7747,111.1814,93.6,31,63,6.76
236901,Ouadda,8.0777,22.4007,67.3,95,100,3.09
110690,Faya,18.3851,42.4509,68.52,16,0,10.65
2514651,Los Llanos de Aridane,28.6585,-17.9182,61.12,89,75,5.32
515879,Oktyabr'skiy,54.4815,53.471,52.3,89,100,8.88
3463762,Estrela,-28.0611,-50.9383,46.78,83,100,3.44
6322927,Pontal do Paraná,-25.6533,-48.5128,58.73,95,13,3.31
3395981,Maceió,-9.6658,-35.7353,74.64,94,90,5.14
5919850,Chapais,49.7834,-74.8492,47.98,93,70,4.32
5110365,Broome,42.2506,-75.833,54.12,79,99,1.16
1254046,Tura,25.5198,90.2201,86.81,60,65,5.28
2638419,Scarborough,54.2797,-0.4044,48.13,90,31,4.0
2292852,Anyama,5.4946,-4.0518,81.41,86,77,1.12
3182634,Avigliana,45.0771,7.3986,59.4,86,100,1.01
6255012,Flinders,-34.5833,150.8552,70.38,55,23,3.0
88319,Benghazi,32.1167,20.0667,70.52,58,27,6.96
3855075,General Pico,-35.6566,-63.7568,55.27,89,83,12.21
2012780,Zabaykal'sk,49.6333,117.3167,60.26,27,10,6.29
5859699,College,64.8569,-147.8028,55.11,78,75,4.61
2159220,Mackay,-21.15,149.2,75.18,73,56,12.66
2121385,Severo-Kuril'sk,50.6789,156.125,42.48,82,78,4.05
3664980,Boa Vista,2.8197,-60.6733,76.98,88,75,1.14
3665202,Aripuanã,-9.1667,-60.6333,70.11,75,28,0.76
325302,Afyonkarahisar,38.75,30.6667,52.59,55,27,9.78
933995,Souillac,-20.5167,57.5167,75.58,83,75,15.75
2458334,Douentza,14.9951,-2.9517,91.67,26,51,7.25
708898,Hayvoron,48.3396,29.8679,47.01,94,100,17.07
3430863,Mar del Plata,-38.0023,-57.5575,52.92,39,0,1.99
4004293,Ixtapa,20.7,-105.2,81.63,83,75,5.75
104515,Makkah al Mukarramah,21.4267,39.8261,94.93,29,2,6.78
4031637,Lavrentiya,65.5833,-171.0,33.53,66,17,16.6
3576994,Cockburn Town,21.4612,-71.1419,79.72,79,64,21.25
2189343,Kaeo,-35.1,173.7833,60.33,76,35,6.38
1528998,Yumen,40.2833,97.2,72.7,6,38,18.3
1337605,Mahibadhoo,3.7833,72.9667,83.89,62,85,12.62
5955902,Fort Nelson,58.8053,-122.7002,74.79,27,75,6.91
3013633,Arrondissement du Havre,49.5833,0.3333,60.69,72,0,7.18
1804430,Lanzhou,36.0564,103.7922,70.88,15,100,15.79
5954718,Flin Flon,54.7682,-101.865,56.95,94,98,8.12
2156643,Mount Gambier,-37.8333,140.7667,62.51,59,75,12.66
779683,Hammerfest,70.6634,23.6821,52.25,71,0,3.44
197745,Garissa,-0.4536,39.6401,76.12,75,69,16.49
2654970,Brae,60.3964,-1.353,46.31,85,0,8.12
1282898,Pokhara,28.2333,83.9833,83.79,55,0,6.13
2028164,Deputatsky,69.3,139.9,63.43,30,80,10.11
2294034,Winneba,5.3511,-0.6231,78.44,86,94,6.42
2329821,Mubi,10.2676,13.2644,76.28,61,99,4.63
2396518,Port-Gentil,-0.7193,8.7815,78.24,78,49,9.86
7117100,Vila,42.0304,-8.1588,47.77,91,82,3.58
1732826,Mersing,2.4312,103.8405,89.51,79,40,8.05
1504075,Kazachinskoye,57.6953,93.2761,76.14,31,99,5.19
1698289,Pundaguitan,6.3711,126.1689,84.47,73,100,13.78
3922037,Caranavi,-15.8167,-67.55,61.41,97,93,1.28
3175537,Imola,44.3523,11.7158,58.35,68,2,1.9
1510689,Baykit,61.67,96.37,74.05,30,86,11.63
3628473,San Cristobal,7.7669,-72.225,64.99,96,100,2.77
3646487,Carora,10.1755,-70.0827,73.24,88,99,6.13
2025261,Chul'man,56.8479,124.9104,51.13,71,97,8.52
2374583,Bubaque,11.2833,-15.8333,78.58,83,66,9.37
1637001,Biak,-0.9131,122.8766,83.98,67,68,5.93
1337607,Kudahuvadhoo,2.6708,72.8944,83.52,64,100,13.15
584059,Agalatovo,60.2195,30.2739,52.65,67,39,3.06
2136825,Isangel,-19.55,169.2667,75.31,69,75,12.33
653257,Keminmaa,65.8596,24.8228,58.77,58,0,3.8
4021858,Guerrero Negro,27.9769,-114.0611,61.41,87,0,11.39
2122783,Katangli,51.7102,143.2326,52.83,61,30,11.54
3361142,Springbok,-29.6643,17.8865,43.02,61,0,9.13
4984247,Ann Arbor,42.2776,-83.7409,58.32,71,1,4.21
2097418,Finschhafen,-6.6024,147.8681,75.97,92,100,4.41
988698,Knysna,-34.0363,23.0471,48.58,80,64,4.14
3932145,Pisco,-13.7,-76.2167,60.85,88,75,5.75
6167817,Torbay,47.6666,-52.7314,45.43,93,90,24.16
1504716,Kanashevo,55.2169,62.0634,57.76,55,100,2.75
7671223,Kloulklubed,7.0419,134.2556,86.5,72,60,7.61
3583446,San Miguel,13.4833,-88.1833,82.06,100,40,8.05
64013,Bosaso,11.2842,49.1816,91.38,52,0,18.41
3145649,Moen,69.1304,18.6123,59.72,47,0,0.0
2636790,Stornoway,58.2093,-6.3865,49.96,93,70,1.14
1788852,Xining,36.6167,101.7667,67.53,25,100,8.48
118063,Sabzawār,36.2126,57.6819,87.08,23,0,16.11
5478673,Meadow Lake,34.8014,-106.5436,62.51,34,29,12.37
1861280,Itoman,26.1247,127.6694,83.73,74,75,12.66
5367788,Lompoc,34.6391,-120.4579,56.57,100,90,4.81
691606,Tërny,50.9833,33.9833,49.26,75,100,15.84
3407762,Amapá,1.0,-52.0,71.02,99,95,1.54
1852357,Shimoda,34.6667,138.95,73.11,76,100,5.26
986846,Kroonstad,-27.6504,27.2349,36.23,77,26,5.32
2971548,Arrondissement de Troyes,48.3333,4.0833,57.09,88,0,4.61
5969025,Haines Junction,60.7522,-137.5108,53.55,47,52,14.97
3393692,Itarema,-2.9248,-39.9167,75.69,88,5,8.52
2381334,Atar,20.5169,-13.0499,87.66,33,76,6.46
2219235,Ubari,26.5921,12.7805,83.75,21,68,16.26
1179757,Dīr,35.2058,71.8756,78.17,36,0,5.88
2377450,Nouakchott,18.0858,-15.9785,69.73,71,66,14.45
2166368,Forbes,-33.3833,148.0167,65.19,53,94,9.95
3984997,San Quintín,30.4833,-115.95,60.64,86,0,8.01
2259947,Gamboma,-1.8764,15.8644,72.95,85,100,4.74
3175788,Oga,46.4631,10.347,47.62,90,69,2.91
1337617,Muli,2.9167,73.5667,84.16,64,99,14.43
286621,Salalah,17.0151,54.0924,84.29,74,40,3.44
4699066,Houston,29.7633,-95.3633,74.14,80,1,1.99
4845585,Westport,41.1415,-73.3579,59.45,82,1,4.68
1636308,Manokwari,-0.8667,134.0833,77.9,87,100,7.78
1847947,Shingū,33.7333,135.9833,74.91,76,100,5.95
5866063,Kenai,60.5544,-151.2583,51.91,66,90,4.61
1640902,Kawalu,-7.3817,108.2082,88.93,57,52,3.65
3520994,Puerto Escondido,15.85,-97.0667,82.6,78,51,3.58
6067472,Marystown,47.1666,-55.1483,46.85,100,100,5.99
3395458,Maragogi,-9.0122,-35.2225,73.47,81,50,3.29
962367,Richards Bay,-28.783,32.0377,58.48,82,76,15.46
1283285,Jumla,29.2747,82.1838,70.56,42,4,6.98
1728675,Balabac,7.9868,117.0645,85.89,69,100,7.49
4726521,San Patricio,28.017,-97.5169,74.61,84,71,4.18
2963370,Killarney,52.05,-9.5167,50.86,99,100,3.53
610298,Beyneu,45.3167,55.2,86.74,31,0,5.48
6620339,Karratha,-20.7377,116.8463,78.58,25,91,18.92
3139597,Sistranda,63.7256,8.834,55.36,76,43,6.73
2013258,Vrangel',42.7297,133.0839,58.21,85,94,5.14
1500036,Makushino,55.2103,67.2442,64.45,39,52,6.06
3175096,Laas,46.6166,10.7002,55.87,90,63,1.66
691639,Ternuvate,47.8305,36.1276,54.48,96,100,10.02
3671497,Puerto Colombia,10.9878,-74.9547,80.69,83,100,12.53
2175819,Biloela,-24.4167,150.5,76.86,38,23,4.38
2156927,Moree,-29.4667,149.85,71.62,49,75,9.22
8079926,Labuhan,-6.8844,112.2051,85.64,66,83,10.33
2020838,Lensk,60.7253,114.9278,77.95,32,99,4.12
3381041,Mana,5.6592,-53.7767,75.54,90,96,3.89
1622318,Waingapu,-9.6567,120.2641,85.14,59,73,9.62
6137462,Saint-Augustin,51.226,-58.6502,49.86,87,77,6.98
1495626,Pangody,65.85,74.4859,39.79,52,60,19.08
1855540,Naze,28.3667,129.4833,77.92,83,87,14.23
64814,Bandarbeyla,9.4942,50.8122,82.06,66,96,21.65
3105522,Bereda,43.2686,-7.5406,52.95,99,71,1.07
5847411,Kahului,20.8947,-156.47,80.47,67,40,19.57
2013918,Ust-Maya,60.4167,134.5333,65.57,45,80,4.85
3404558,Cabedelo,-6.9811,-34.8339,72.27,78,0,7.63
1637510,Loa Janan,-0.583,117.095,88.79,61,73,4.63
3359638,Walvis Bay,-22.9575,14.5053,50.95,81,0,9.75
2191562,Dunedin,-45.8742,170.5036,54.81,58,33,5.01
3430443,Necochea,-38.5473,-58.7368,51.96,71,42,14.03
2126682,Bilibino,68.0546,166.4372,68.77,26,11,5.79
3420846,Qaqortoq,60.7167,-46.0333,36.1,88,43,2.71
347634,Ţahţā,26.7693,31.5021,83.59,27,0,15.14
2283016,Odienné,9.51,-7.5692,73.81,86,98,2.82
2460954,Araouane,18.9048,-3.5265,91.13,10,1,8.39
3448903,São João da Barra,-21.6403,-41.0511,69.13,88,25,2.91
2122574,Ola,59.5833,151.2833,40.59,93,100,1.79
2013279,Vostok,46.4856,135.8833,66.4,39,84,8.25
4033356,Tiarei,-17.5333,-149.3333,78.82,66,48,12.77
2030065,Mandalgovi,45.7625,106.2708,39.72,80,100,20.8
2079582,Alyangula,-13.8483,136.4192,84.07,61,75,13.09
517744,Novoutkinsk,56.993,59.5571,59.77,45,98,7.92
2510852,Socuéllamos,39.2858,-2.7921,56.37,65,23,1.21
6162949,Terrace,54.5163,-128.6035,58.91,100,90,3.44
1295765,Sittwe,20.15,92.9,86.76,68,55,7.43
3408424,Ipixuna,-1.7625,-48.8043,76.95,95,47,3.89
2123628,Magadan,59.5667,150.8,38.91,96,100,3.87
2342628,Fiditi,7.7136,3.9172,73.69,91,88,2.24
2142316,Yeppoon,-23.1333,150.7333,67.78,81,83,10.27
3923570,Atocha,-20.9333,-66.2333,37.02,15,87,6.04
1651531,Ambon City,-3.6954,128.1814,80.74,89,40,13.4
2173125,Burnie,-41.0667,145.9167,56.12,72,73,2.44
3664078,Humaitá,-7.5061,-63.0208,71.94,70,13,0.36
3921141,Charagua,-19.8,-63.2167,58.5,95,60,4.0
2068655,Katherine,-14.4667,132.2667,91.72,33,0,4.72
3354071,Oranjemund,-28.55,16.4333,56.3,51,0,8.86
1263752,Māngrol,21.1167,70.1167,86.43,66,45,11.92
2127202,Anadyr,64.75,177.4833,37.0,64,0,13.0
4033557,Tautira,-17.7333,-149.15,78.82,67,82,12.44
1733782,Labuan,5.2767,115.2417,89.96,66,20,2.3
2141305,Fayaoué,-20.65,166.5333,73.04,59,21,16.22
364027,Wagar,16.1525,36.2032,94.73,19,4,15.28
3394372,Morros,-9.4467,-46.3003,70.84,54,82,2.62
2122605,Okhotsk,59.3833,143.3,42.73,81,100,4.45
3652758,Puerto Baquerizo Moreno,-0.9,-89.6,72.75,90,95,11.97
1507116,Dudinka,69.4058,86.1778,40.39,81,97,20.87
3355672,Lüderitz,-26.6481,15.1594,59.49,40,0,9.62
6453316,Tromsø,69.6496,18.957,53.62,62,0,3.44
4944903,Nantucket,41.2835,-70.0995,56.3,93,1,9.22
2455290,Kidal,18.4411,1.4078,86.92,10,22,2.15
535839,Leshukonskoye,64.8989,45.7622,44.4,64,71,7.34
2016307,Solnechnyy,50.7214,136.6319,61.48,65,100,8.86
495915,Shalya,57.2471,58.7298,58.32,39,98,7.61
608872,Makat,47.6469,53.3463,84.85,39,25,1.36
986717,Kruisfontein,-34.0033,24.7314,54.88,75,75,9.15
5847486,Kailua,21.4022,-157.7394,80.11,71,15,11.83
3899695,Ancud,-41.8697,-73.8203,43.9,77,100,2.3
1506268,Gornopravdinsk,60.05,69.9,58.24,51,23,8.19
2037311,Gannan,47.9147,123.5031,70.83,24,100,7.67
2126785,Belaya Gora,68.5333,146.4167,69.53,22,47,5.26
6541341,Porto Empedocle,37.2934,13.5264,58.24,79,100,7.14
5924351,Clyde River,70.4692,-68.5914,26.83,93,90,4.61
2122090,Pevek,69.7008,170.3133,37.18,73,5,5.66
2303611,Esim,4.8699,-2.2405,78.8,84,98,3.58
2038342,Beipiao,41.7919,120.7792,60.78,94,100,7.76
326036,Yabēlo,4.8833,38.0833,57.29,81,90,11.5
1798760,Pingliang,35.5392,106.6861,80.49,17,100,10.92
1512019,Aksarka,66.5606,67.7975,41.16,46,100,15.08
462050,Zubova Polyana,54.0771,42.8372,55.13,70,100,8.97
3351024,Caluquembe,-13.7833,14.6833,51.22,50,89,0.45
696292,Prymors'k,46.7348,36.3443,65.3,81,99,1.61
1734971,Pekan,3.4836,103.3996,89.06,57,67,5.77
3838859,Río Gallegos,-51.6226,-69.2181,15.85,86,20,4.61
50672,Wanlaweyn,2.6185,44.8938,79.41,71,51,17.56
2084442,Vanimo,-2.6741,141.3028,79.34,81,100,7.27
509483,Pinega,64.7001,43.3936,48.22,72,78,7.4
1266821,Khawhai,23.3667,93.1167,74.3,67,58,2.91
4031742,Egvekinot,66.3167,-179.1667,35.11,57,6,1.23
4032420,Neiafu,-18.65,-173.9833,77.65,78,68,4.61
2206874,Waipawa,-41.4122,175.5153,51.39,80,96,3.22
1149878,Wiang Sa,8.6359,99.3666,93.33,63,77,3.13
3445026,Vila Velha,-20.3297,-40.2925,72.95,92,75,2.3
2396853,Omboué,-1.5746,9.2618,74.89,86,79,2.98
380348,Abū Zabad,12.35,29.25,84.83,47,86,19.48
1083724,Ambanja,-13.6833,48.45,71.53,62,27,3.53
563708,Dzerzhinsk,56.2389,43.4631,58.82,51,0,9.24
2126710,Beringovskiy,63.05,179.3167,33.22,74,12,10.25
935616,Le Port,-20.9373,55.2919,76.89,84,52,6.35
